1,10,8,11,5,19
1,10,9,1,2,299
1,10,11,9,8,46
1,10,8,11,2,61
1,10,6,4,1,158
1,10,4,5,7,81
1,10,4,3,4,109
1,10,4,5,8,48
1,10,1,9,3,8
1,10,9,1,4,44
2,3,4,6,8,92
2,3,7,12,2,38
2,3,2,0,2,78
3,3,11,1,4,30
3,3,8,12,5,63
3,3,11,0,3,29
4,3,1,13,8,42
4,3,13,7,5,73
4,3,4,2,5,63
5,4,8,3,4,71
5,4,6,0,5,56
5,4,0,8,4,160
5,4,0,5,4,103
6,7,6,13,6,208
6,7,6,1,3,109
6,7,7,1,7,1
6,7,11,5,8,26
6,7,13,0,7,55
6,7,7,3,6,37
6,7,12,10,3,255
7,5,9,12,4,15
7,5,0,3,8,36
7,5,12,0,6,107
7,5,0,7,3,25
7,5,0,2,5,135
8,5,12,13,2,44
8,5,7,9,6,207
8,5,2,10,6,56
8,5,10,12,6,15
8,5,2,13,4,381
9,5,13,0,6,27
9,5,12,4,8,115
9,5,10,6,5,132
9,5,10,8,1,1
9,5,7,12,5,186
10,3,11,6,6,64
10,3,7,13,3,13
10,3,10,0,4,151
11,6,5,0,3,271
11,6,2,4,2,94
11,6,7,4,3,151
11,6,10,2,3,267
11,6,2,1,8,49
11,6,2,5,5,166
12,9,7,4,5,16
12,9,2,5,1,97
12,9,12,8,3,184
12,9,8,0,8,44
12,9,6,10,8,44
12,9,4,5,7,10
12,9,5,1,7,39
12,9,10,4,7,62
12,9,2,7,2,1
13,4,13,5,6,79
13,4,7,13,3,183
13,4,4,8,8,419
13,4,10,4,5,52
14,4,8,11,4,137
14,4,5,1,4,62
14,4,7,12,3,3
14,4,9,5,3,92
15,3,0,2,8,24
15,3,13,3,7,152
15,3,13,9,4,42
16,8,12,4,4,263
16,8,0,2,2,10
16,8,8,7,4,22
16,8,0,3,7,16
16,8,6,0,2,6
16,8,7,6,2,380
16,8,0,1,7,31
16,8,3,10,5,67
17,4,9,3,4,220
17,4,9,4,5,165
17,4,7,3,6,325
17,4,0,12,6,81
18,4,0,8,3,125
18,4,11,13,6,128
18,4,3,7,7,86
18,4,2,8,2,195
19,7,8,1,4,100
19,7,0,8,7,29
19,7,11,2,1,313
19,7,1,8,4,41
19,7,1,2,3,115
19,7,8,9,8,79
19,7,6,0,6,238
20,8,9,1,4,1
20,8,6,8,2,103
20,8,7,12,2,51
20,8,6,8,2,83
20,8,2,11,6,19
20,8,12,6,4,31
20,8,12,5,3,48
20,8,7,13,6,25
21,3,7,13,3,159
21,3,12,0,2,32
21,3,9,0,3,88
22,3,7,11,4,16
22,3,4,3,1,1
22,3,3,2,5,93
23,3,8,13,2,25
23,3,2,12,5,4
23,3,9,1,7,89
24,3,13,11,6,46
24,3,4,3,5,201
24,3,4,6,6,14
25,5,12,4,6,48
25,5,6,13,8,5
25,5,10,12,3,182
25,5,10,1,8,78
25,5,9,12,1,164
26,6,5,10,6,74
26,6,9,6,6,113
26,6,8,9,3,65
26,6,1,6,5,8
26,6,0,11,2,254
26,6,1,6,5,30
27,8,5,9,6,108
27,8,7,12,4,29
27,8,4,2,3,146
27,8,4,12,5,24
27,8,4,9,7,13
27,8,9,7,4,1
27,8,10,7,7,85
27,8,11,0,8,44
28,6,8,6,1,62
28,6,10,1,4,55
28,6,9,11,7,35
28,6,1,11,7,41
28,6,5,9,7,40
28,6,7,2,3,397
29,3,1,8,5,119
29,3,9,7,3,358
29,3,11,1,6,115
30,3,3,8,6,28
30,3,1,9,3,50
30,3,9,6,4,2
31,5,3,8,4,238
31,5,9,7,1,261
31,5,0,6,2,91
31,5,2,1,6,17
31,5,12,7,5,126
32,8,10,7,5,362
32,8,0,2,4,97
32,8,9,8,5,118
32,8,4,2,3,14
32,8,11,1,7,63
32,8,9,12,1,85
32,8,6,11,5,30
32,8,11,8,6,7
33,3,2,11,8,20
33,3,10,0,5,51
